job_id,arrival_time,duration,res_0,res_1
382,1529,15,10,10
383,1529,15,10,10
384,1529,15,10,10
385,1573,15,6,4
386,1579,1,6,3
387,1579,2,6,3
388,1579,2,6,3
389,1579,2,6,3
390,1579,3,6,3
391,1579,1,6,4
392,1579,3,6,6
393,1580,5,6,5
394,1638,1,6,2
395,1645,15,10,10
396,1645,15,10,10
397,1645,15,10,2
398,1652,1,6,5
399,1653,1,6,7
400,1653,1,6,4
401,1659,15,6,4
402,1668,15,6,4
403,1668,15,6,4
404,1678,2,6,3
405,1678,1,6,3
406,1678,3,6,3
407,1679,1,6,4
408,1679,4,6,6
409,1679,5,6,5
410,1680,15,6,5
411,1685,15,2,6
412,1685,1,2,2
413,1685,1,2,2
414,1685,15,2,6
415,1690,3,6,3
416,1690,1,6,3
417,1690,3,6,3
418,1690,1,6,4
419,1690,4,6,6
420,1691,5,6,5
421,1692,15,6,5
422,1700,15,2,8
423,1700,15,2,8
424,1700,15,2,6
425,1700,15,2,8
426,1700,15,2,8
427,1700,1,2,2
428,1700,15,2,5
429,1700,1,2,2
430,1700,15,2,6
431,1718,1,6,5
432,1718,1,6,7
433,1718,1,6,4
434,1718,15,6,2
435,1735,1,6,2
436,1736,1,10,10
437,1736,15,10,2
438,1736,1,6,2
439,1740,6,6,3
440,1741,15,6,5
441,1746,15,10,10
442,1746,15,10,10
443,1746,15,10,10
444,1746,15,10,10
445,1746,15,10,10
446,1746,15,10,10
447,1746,15,10,10
448,1746,15,10,10
449,1746,15,10,10
450,1746,15,10,10
451,1746,15,10,10
452,1746,15,10,10
453,1746,15,10,10
454,1746,15,10,10
455,1746,15,10,10
456,1746,15,10,10
457,1746,15,10,10
458,1746,15,10,10
459,1746,15,10,10
460,1746,15,10,10
461,1746,15,10,10
462,1746,15,10,10
463,1746,15,10,10
464,1746,15,10,10
465,1746,15,10,10
466,1746,15,10,10
467,1746,15,10,10
468,1746,15,10,10
469,1746,15,10,10
470,1746,15,10,10
471,1746,15,10,10
472,1746,15,10,10
473,1746,15,10,10
474,1746,15,10,10
475,1746,15,10,10
476,1746,15,10,10
477,1746,15,10,10
478,1746,15,10,10
479,1746,15,10,10
480,1746,15,10,10
481,1746,15,10,10
482,1746,15,10,10
483,1746,15,10,10
484,1746,15,10,10
485,1746,15,10,10
486,1746,15,10,10
487,1746,15,10,10
488,1746,15,10,10
489,1746,15,10,10
490,1746,15,10,10
491,1746,15,10,10
492,1746,15,10,10
493,1746,15,10,10
494,1746,15,10,10
495,1746,15,10,10
496,1746,15,10,10
497,1746,15,10,10
498,1746,15,10,10
499,1746,15,10,10
500,1746,15,10,10
501,1746,15,10,10
502,1746,15,10,10
503,1746,15,10,10
504,1746,15,10,10
505,1746,15,10,10
506,1756,2,6,3
507,1756,15,6,3
508,1769,15,2,2
509,1769,15,2,6
510,1769,15,2,2
511,1769,15,2,6
512,1778,3,2,6
513,1778,15,2,4
514,1778,4,2,4
515,1778,8,2,5
516,1778,15,2,5
517,1778,2,2,2
518,1778,1,2,2
519,1784,3,6,2
520,1784,15,10,10
521,1796,2,6,3
522,1796,1,6,3
523,1796,13,6,3
524,1796,2,6,3
525,1796,1,6,5
526,1796,6,6,5
527,1796,5,6,5
528,1796,2,6,5
529,1798,5,6,6
530,1799,15,6,6
531,1805,1,6,3
532,1805,1,6,4
533,1805,15,6,2
534,1806,1,6,3
535,1806,1,6,4
536,1806,15,6,2
537,1807,1,6,3
538,1807,1,6,4
539,1807,15,6,2
540,1807,1,6,3
541,1807,1,6,4
542,1808,15,6,2
543,1808,1,6,3
544,1808,1,6,4
545,1808,15,6,2
546,1809,1,6,3
547,1809,1,6,4
548,1809,15,6,2
549,1810,1,6,3
550,1810,1,6,4
551,1810,15,6,2
552,1810,15,2,3
553,1810,15,2,4
554,1810,15,2,4
555,1810,15,2,4
556,1810,1,2,6
557,1810,15,2,2
558,1810,1,2,3
559,1810,15,2,4
560,1810,15,2,4
561,1810,1,2,6
562,1810,15,2,4
563,1810,2,2,3
564,1810,1,6,3
565,1810,15,6,4
566,1811,1,6,3
567,1811,1,6,4
568,1811,15,6,2
569,1815,1,6,3
570,1815,1,6,4
571,1815,15,6,2
572,1817,1,6,3
573,1817,1,6,4
574,1817,15,6,2
575,1818,15,6,2
576,1830,15,6,1
577,1830,15,6,2
578,1832,15,6,10
579,1834,15,10,10
580,1834,15,10,10
581,1834,15,10,10
582,1834,15,10,10
583,1834,15,10,10
584,1834,15,10,10
585,1834,15,10,10
586,1834,15,10,10
587,1834,15,10,10
588,1834,15,10,10
589,1834,15,10,10
590,1834,15,10,10
591,1834,15,10,10
592,1834,15,10,10
593,1834,15,10,10
594,1834,15,10,10
595,1834,15,10,10
596,1834,15,10,10
597,1834,15,10,10
598,1834,15,10,10
599,1834,15,10,10
600,1834,15,10,10
601,1834,15,10,10
602,1834,15,10,10
603,1834,15,10,10
604,1834,15,10,10
605,1834,15,10,10
606,1834,15,10,10
607,1834,15,10,10
608,1834,15,10,10
609,1834,15,10,10
610,1834,15,10,10
611,1834,15,10,10
612,1834,15,10,10
613,1834,15,10,10
614,1834,15,10,10
615,1834,15,10,10
616,1834,15,10,10
617,1834,15,10,10
618,1834,15,10,10
619,1834,15,10,10
620,1834,15,10,10
621,1834,15,10,10
622,1834,15,10,10
623,1834,15,10,10
624,1834,15,10,10
625,1834,15,10,10
626,1834,15,10,10
627,1834,15,10,10
628,1834,15,10,10
629,1834,15,10,10
630,1834,15,10,10
631,1834,15,10,10
632,1834,15,10,10
633,1834,15,10,10
634,1834,15,10,10
635,1834,15,10,10
636,1834,15,10,10
637,1834,15,10,10
638,1834,15,10,10
639,1834,15,10,10
640,1834,15,10,10
641,1834,15,10,10
642,1834,15,10,10
643,1834,15,10,10
644,1840,15,6,1
645,1844,15,6,6
646,1848,2,6,2
647,1848,13,6,4
648,1851,1,6,1
649,1851,1,6,2
650,1852,15,10,10
651,1852,15,10,2
652,1852,15,10,6
653,1853,1,2,2
654,1853,1,2,2
655,1853,15,2,6
656,1853,15,2,6
657,1888,1,2,2
658,1888,15,2,4
659,1888,15,2,6
660,1888,4,2,4
661,1888,10,2,4
662,1888,15,2,5
663,1888,1,2,2
664,1888,1,2,2
665,1888,15,2,6
666,1888,5,2,6
667,1897,15,6,1
668,1897,15,6,2
669,1899,15,2,4
670,1899,15,2,6
671,1899,15,2,3
672,1899,15,2,6
673,1899,15,2,3
674,1899,15,2,3
675,1899,15,2,3
676,1904,1,6,1
677,1904,15,10,10
678,1904,3,6,2
679,1905,13,6,4
680,1906,15,2,2
681,1906,15,2,6
682,1906,1,2,2
683,1906,15,2,8
684,1906,2,2,4
685,1906,1,2,2
686,1906,1,2,2
687,1906,2,2,2
688,1906,2,2,2
689,1906,2,2,2
690,1906,15,2,6
691,1906,15,2,2
692,1906,15,2,2
693,1906,2,2,2
694,1906,15,2,2
695,1906,1,2,2
696,1906,15,2,2
697,1906,15,2,6
698,1906,1,2,2
699,1906,15,2,4
700,1907,15,2,8
701,1907,15,2,4
702,1907,15,2,2
703,1907,15,2,4
704,1907,15,2,2
705,1907,15,2,2
706,1907,15,2,2
707,1907,15,2,2
708,1907,15,2,6
709,1907,15,2,2
710,1907,15,2,2
711,1907,15,2,2
712,1907,15,2,2
713,1907,15,2,2
714,1907,15,2,6
715,1907,15,2,2
716,1907,15,2,6
717,1907,15,2,2
718,1907,1,2,2
719,1907,15,2,2
720,1907,15,2,8
721,1907,15,2,8
722,1908,1,6,1
723,1908,1,6,2
724,1908,15,10,10
725,1908,15,6,2
726,1914,15,6,10
727,1917,15,6,4
728,1917,15,6,4
729,1918,15,9,6
730,1918,15,9,6
731,1918,15,9,6
732,1918,15,9,6
733,1918,15,9,6
734,1921,15,9,6
735,1921,15,9,6
736,1921,15,9,6
737,1921,15,9,6
738,1921,15,9,6
739,1921,15,10,10
740,1921,15,10,10
741,1921,15,10,10
742,1930,15,6,10
743,1937,15,2,6
744,1937,1,2,2
745,1937,1,2,2
746,1937,15,2,6
747,1940,15,6,10
748,1943,15,2,4
749,1943,15,2,6
750,1943,15,2,2
751,1943,15,2,6
752,1943,15,2,8
753,1943,15,2,4
754,1943,15,2,2
755,1944,15,6,4
756,1950,15,9,10
757,1951,15,2,3
758,1951,15,2,4
759,1951,15,2,3
760,1951,15,2,3
761,1951,15,2,3
762,1951,15,2,2
763,1951,15,2,3
764,1951,15,2,5
765,1951,15,2,3
766,1951,15,2,6
767,1951,15,2,3
768,1951,15,2,3
769,1951,15,2,5
770,1951,15,2,3
771,1951,15,2,4
772,1951,15,2,2
773,1951,15,2,4
774,1951,15,2,3
775,1951,15,2,3
776,1951,15,2,4
777,1951,15,2,3
778,1951,15,2,4
779,1951,15,2,3
780,1951,15,2,5
781,1951,15,2,2
782,1951,15,2,2
783,1951,15,2,3
784,1951,15,2,2
785,1951,15,2,3
786,1951,15,2,2
787,1951,1,2,2
788,1951,1,2,2
789,1951,15,2,4
790,1951,15,2,2
791,1951,3,2,3
792,1951,1,2,2
793,1951,15,2,2
794,1951,4,2,4
795,1951,15,2,2
796,1951,1,2,2
797,1951,15,2,2
798,1951,1,2,2
799,1951,1,2,2
800,1951,15,2,6
801,1951,15,2,3
802,1951,1,2,2
803,1951,1,2,2
804,1951,15,2,2
805,1951,1,2,4
806,1951,15,2,2
807,1951,15,2,2
808,1951,15,2,4
809,1951,15,2,6
810,1951,1,2,2
811,1951,15,2,4
812,1951,15,2,3
813,1951,1,2,2
814,1952,15,2,3
815,1952,1,2,2
816,1952,1,2,2
817,1952,15,2,2
818,1952,5,2,4
819,1952,15,2,4
820,1952,15,2,2
821,1954,15,2,5
822,1954,3,2,4
823,1954,15,2,4
824,1954,15,2,5
825,1954,9,2,5
826,1955,15,9,6
827,1955,15,9,6
828,1955,15,9,6
829,1955,15,9,6
830,1955,3,9,6
831,1955,1,2,2
832,1955,1,2,2
833,1955,15,2,3
834,1955,1,2,3
835,1955,1,2,2
836,1955,15,2,4
837,1955,1,2,2
838,1955,1,2,2
839,1955,1,2,2
840,1955,1,2,4
841,1955,1,2,2
842,1955,1,2,2
843,1955,15,2,4
844,1955,5,2,4
845,1955,1,2,2
846,1955,1,2,2
847,1955,15,2,2
848,1955,1,2,2
849,1955,1,2,2
850,1955,1,2,2
851,1955,1,2,2
852,1956,15,2,4
853,1956,5,2,4
854,1956,5,2,4
855,1956,15,2,5
856,1956,15,2,4
857,1956,11,2,4
858,1956,15,2,4
859,1956,4,2,4
860,1956,15,2,4
861,1956,15,2,4
862,1956,15,2,4
863,1956,15,2,4
864,1956,15,2,4
865,1956,9,2,4
866,1956,15,2,4
867,1956,12,2,4
868,1956,15,2,5
869,1956,15,2,4
870,1956,9,2,6
871,1956,15,2,5
872,1956,15,2,4
873,1956,15,2,4
874,1956,15,2,4
875,1956,15,2,4
876,1956,13,2,4
877,1956,15,2,3
878,1956,10,2,4
879,1956,15,2,4
880,1956,15,2,3
881,1956,15,2,3
882,1956,15,2,4
883,1956,15,2,3
884,1956,15,2,3
885,1956,15,2,4
886,1956,8,2,2
887,1956,15,2,3
888,1956,6,2,4
889,1956,15,2,4
890,1956,15,2,4
891,1956,8,2,2
892,1956,15,2,2
893,1956,10,2,4
894,1956,6,2,4
895,1956,8,2,2
896,1956,9,2,4
897,1956,8,2,3
898,1956,4,2,4
899,1956,11,2,3
900,1956,8,2,3
901,1956,15,2,4
902,1956,15,2,5
903,1956,15,2,3
904,1956,15,2,6
905,1956,15,2,4
906,1956,2,2,6
907,1956,7,2,4
908,1956,15,2,4
909,1956,15,2,4
910,1956,15,2,4
911,1956,15,2,2
912,1956,14,2,5
913,1956,15,2,2
914,1956,7,2,4
915,1956,12,2,4
916,1956,15,2,3
917,1956,14,2,4
918,1956,15,2,2
919,1956,15,2,2
920,1956,15,2,4
921,1956,15,2,4
922,1956,9,2,4
923,1956,15,2,3
924,1956,14,2,4
925,1956,7,2,4
926,1956,7,2,4
927,1956,3,2,6
928,1956,15,2,2
929,1956,15,2,2
930,1956,15,2,4
931,1956,3,2,4
932,1956,15,2,4
933,1956,15,2,5
934,1956,6,2,4
935,1956,10,2,3
936,1956,13,2,4
937,1959,1,2,2
938,1959,15,2,6
939,1959,15,2,8
940,1960,1,6,7
941,1960,15,6,7
942,1960,15,6,8
943,1960,15,6,7
944,1960,15,2,4
945,1960,15,2,6
946,1960,15,2,5
947,1960,1,2,2
948,1960,1,2,3
949,1960,1,2,3
950,1960,15,2,2
951,1960,1,2,3
952,1960,1,2,4
953,1960,1,2,2
954,1960,15,2,2
955,1960,15,2,3
956,1963,15,6,4
957,1963,15,6,4
958,1963,15,6,4
959,1965,15,10,10
960,1965,15,9,6
961,1965,15,9,6
962,1965,15,9,6
963,1965,15,9,6
964,1965,2,9,6
965,1966,15,2,2
966,1966,1,2,2
967,1966,13,2,2
968,1966,1,2,2
969,1966,1,2,2
970,1966,1,2,2
971,1966,12,2,4
972,1966,10,2,2
973,1966,12,2,2
974,1966,1,2,2
975,1966,14,2,4
976,1966,15,2,2
977,1966,1,2,2
978,1966,12,2,2
979,1966,1,2,2
980,1966,1,2,2
981,1966,15,2,2
982,1966,1,2,2
983,1966,9,2,2
984,1966,1,2,2
985,1966,1,2,2
986,1966,15,2,2
987,1966,9,2,2
988,1966,1,2,2
989,1966,1,2,2
990,1966,1,2,2
991,1967,1,6,3
992,1967,3,6,3
993,1967,4,6,3
994,1967,4,6,3
995,1967,3,6,3
996,1967,1,6,3
997,1967,3,6,3
998,1967,15,6,4
999,1967,15,6,4
1000,1967,15,6,4
1001,1967,15,6,4
1002,1967,15,6,4
1003,1967,15,6,4
1004,1967,15,6,4
1005,1967,15,6,4
1006,1967,15,6,4
1007,1967,15,6,4
1008,1967,15,6,4
1009,1967,15,6,4
1010,1967,15,6,4
1011,1967,15,6,4
1012,1967,15,6,4
1013,1967,15,6,4
1014,1967,15,6,4
1015,1967,15,6,4
1016,1967,15,6,4
1017,1967,15,6,4
1018,1967,15,6,4
1019,1968,15,10,10
1020,1968,15,10,10
1021,1968,15,10,10
1022,1968,3,6,6
1023,1968,4,6,8
1024,1969,15,6,5
1025,1971,1,6,2
1026,1971,15,10,10
1027,1971,15,10,10
1028,1971,15,10,10
1029,1972,15,2,2
1030,1972,2,2,4
1031,1972,6,2,4
1032,1972,12,2,5
1033,1972,4,2,6
1034,1972,15,2,4
1035,1973,15,10,10
1036,1973,15,10,10
1037,1973,15,10,10
1038,1973,15,10,10
1039,1973,15,10,10
1040,1973,15,10,10
1041,1973,15,10,10
1042,1973,15,6,2
1043,1973,15,6,1
1044,1973,15,1,1
1045,1973,15,1,1
1046,1973,15,1,1
1047,1974,15,10,10
1048,1974,15,10,10
1049,1974,2,6,3
1050,1974,1,6,3
1051,1974,2,6,3
1052,1974,1,6,5
1053,1975,1,6,4
1054,1975,15,6,5
1055,1975,1,2,2
1056,1975,15,2,2
1057,1975,15,2,2
1058,1975,15,2,2
1059,1975,1,2,2
1060,1975,13,2,2
1061,1975,15,2,2
1062,1975,1,2,2
1063,1975,15,2,2
1064,1975,3,2,2
1065,1975,1,2,2
1066,1975,15,2,2
1067,1975,15,2,2
1068,1975,3,2,6
1069,1975,4,6,5
1070,1975,6,6,5
1071,1976,15,9,6
1072,1976,15,9,6
1073,1976,15,9,6
1074,1976,2,9,6
1075,1976,2,9,6
1076,1976,15,6,1
1077,1976,15,6,2
1078,1977,15,6,3
1079,1977,15,6,3
1080,1977,1,6,2
1081,1977,15,2,2
1082,1977,1,2,2
1083,1977,15,2,3
1084,1977,15,2,2
1085,1977,15,2,5
1086,1977,15,2,3
1087,1977,15,2,2
1088,1977,15,2,3
1089,1977,15,2,3
1090,1977,15,2,3
1091,1977,15,2,3
1092,1977,15,2,3
1093,1977,15,2,3
1094,1977,15,2,3
1095,1977,15,2,5
1096,1977,15,2,2
1097,1977,15,2,3
1098,1977,15,2,2
1099,1977,15,2,2
1100,1977,15,2,6
1101,1977,15,2,3
1102,1977,15,2,2
1103,1977,15,2,2
1104,1977,15,2,2
1105,1977,15,2,2
1106,1977,15,2,3
1107,1977,15,2,3
1108,1977,15,2,3
1109,1977,15,2,3
1110,1977,15,2,3
1111,1977,1,2,2
1112,1977,15,2,2
1113,1977,1,2,2
1114,1977,15,2,6
1115,1977,1,2,2
1116,1977,1,2,2
1117,1977,1,2,2
1118,1977,1,2,2
1119,1977,15,2,2
1120,1977,1,2,2
1121,1977,15,2,2
1122,1977,1,2,2
1123,1977,1,2,2
1124,1977,1,2,2
1125,1977,1,2,2
1126,1977,1,2,2
1127,1977,15,2,6
1128,1977,1,2,2
1129,1977,2,2,2
1130,1977,15,2,2
1131,1977,15,6,4
1132,1977,15,10,10
1133,1977,15,10,10
1134,1978,1,6,3
1135,1978,1,6,3
1136,1978,1,6,4
1137,1978,1,6,4
1138,1978,1,6,4
1139,1978,15,1,1
1140,1978,15,1,1
1141,1978,15,1,1
1142,1978,2,6,3
1143,1978,1,6,3
1144,1978,1,6,3
1145,1978,1,6,5
1146,1978,11,6,3
1147,1978,11,6,3
1148,1978,1,6,5
1149,1978,2,6,5
1150,1978,1,6,5
1151,1978,2,6,5
1152,1978,1,6,4
1153,1978,15,2,2
1154,1978,15,2,2
1155,1978,15,2,2
1156,1978,15,2,2
1157,1978,15,2,6
1158,1978,15,2,2
1159,1978,2,2,2
1160,1978,15,2,2
1161,1978,1,2,2
1162,1978,15,2,6
1163,1978,15,2,4
1164,1978,1,6,5
1165,1978,15,2,4
1166,1978,1,2,2
1167,1978,15,2,2
1168,1978,15,2,2
1169,1978,15,2,2
1170,1978,15,2,2
1171,1978,15,2,2
1172,1978,15,2,6
1173,1978,15,2,3
1174,1978,1,6,5
1175,1978,15,2,3
1176,1978,1,6,5
1177,1978,1,6,5
1178,1978,1,6,5
1179,1978,1,6,4
1180,1978,1,6,4
1181,1979,7,6,5
1182,1979,1,6,6
1183,1979,15,1,1
1184,1979,15,1,1
1185,1979,15,1,1
1186,1979,5,6,5
1187,1979,15,6,6
1188,1979,5,6,5
1189,1979,15,4,1
1190,1979,9,6,3
1191,1979,3,6,3
1192,1979,2,6,3
1193,1979,1,6,3
1194,1979,12,6,3
1195,1979,3,6,3
1196,1979,15,1,1
1197,1979,15,1,1
1198,1979,15,1,1
1199,1979,15,2,2
1200,1979,15,2,2
1201,1979,15,2,6
1202,1979,15,2,6
1203,1979,15,2,4
1204,1979,15,2,2
1205,1979,15,6,5
1206,1979,7,6,5
1207,1979,15,4,1
1208,1979,15,6,3
1209,1979,1,6,3
1210,1979,5,6,5
1211,1979,1,6,4
1212,1979,15,6,4
1213,1979,15,6,4
1214,1980,15,4,1
1215,1980,15,4,1
1216,1980,1,6,4
1217,1980,8,6,5
1218,1980,15,6,6
1219,1980,5,6,3
1220,1980,15,1,1
1221,1980,6,6,5
1222,1980,15,1,1
1223,1980,15,1,1
1224,1980,15,6,5
1225,1980,12,6,5
1226,1980,15,6,5
1227,1980,15,2,2
1228,1980,1,2,2
1229,1980,1,2,4
1230,1980,15,2,6
1231,1980,2,2,2
1232,1980,2,2,6
1233,1980,1,6,5
1234,1980,2,2,2
1235,1980,1,6,3
1236,1980,1,2,2
1237,1980,1,2,6
1238,1980,4,6,3
1239,1980,3,2,2
1240,1980,2,2,4
1241,1980,2,6,3
1242,1980,15,2,3
1243,1980,2,2,4
1244,1980,4,2,2
1245,1980,1,2,2
1246,1980,2,2,6
1247,1980,1,2,4
1248,1980,15,2,2
1249,1980,3,2,6
1250,1980,15,2,2
1251,1980,2,2,2
1252,1980,15,2,2
1253,1980,1,2,2
1254,1980,1,2,2
1255,1980,15,2,2
1256,1980,2,2,4
1257,1980,2,2,4
1258,1980,5,2,2
1259,1980,1,2,3
1260,1980,15,2,2
1261,1980,2,6,3
1262,1980,3,6,3
1263,1980,1,6,5
1264,1980,1,6,5
1265,1980,1,6,4
1266,1980,1,6,4
1267,1980,5,6,5
